year,sex,graduated,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2013,Male,5089.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2014,Male,5176.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2015,Male,5046.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2016,Male,4761.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2017,Male,5583.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2018,Male,6150.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2019,Male,6574.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2020,Male,6855.0,p: provisional,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2021,Male,7574.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2022,Male,7925.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2023,Male,9004.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2013,Female,11754.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,11771.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,12532.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,12489.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,12591.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,13499.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,14601.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,15279.0,p: provisional,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,17715.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,19096.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,20776.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,5440.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,5322.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,5874.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,4290.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,4563.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,7124.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,7924.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,8474.0,p: provisional,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,9698.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,9875.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,10271.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,20196.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,21431.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,19424.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,21213.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,21824.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,21145.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,20350.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,20684.0,p: provisional,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,21129.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,21886.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,23725.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,14730.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,16244.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,14493.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,16525.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,17999.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,16793.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,16985.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,17123.0,p: provisional,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,17827.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,18390.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,19693.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,5175.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,5213.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,6501.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,6432.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,6894.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,7072.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,8067.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,7922.0,p: provisional,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,9035.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,9676.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,11006.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,3703.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,3732.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,3979.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,4264.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,4415.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,4900.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,5439.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,5592.0,p: provisional,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,6109.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,6493.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,7151.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,191.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,168.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,314.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,127.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,127.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,226.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,365.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,347.0,p: provisional,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,495.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,610.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,600.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,774.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,667.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,1936.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,601.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,635.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,782.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,1080.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,1327.0,p: provisional,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,1605.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,1793.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,1861.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,9447.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,9840.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,8541.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,8821.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,9065.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,9600.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,10066.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,9653.0,p: provisional,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,10529.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,10200.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,10775.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,16099.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,16602.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,14676.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,15877.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,17010.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,18483.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,19296.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,18249.0,p: provisional,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,20561.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,19828.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,20876.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,1602.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,1618.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,1645.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,1742.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,1886.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,2014.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,2122.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,2079.0,p: provisional,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,2165.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,2293.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,2229.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,1494.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,1513.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,1467.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,1536.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,1573.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,1626.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,1735.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,1856.0,p: provisional,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,1868.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,1843.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,1905.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,14891.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,17490.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,15382.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,15182.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,14793.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,18349.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,18248.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,18922.0,p: provisional,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,18541.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,19089.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,21106.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,8392.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,9756.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,8788.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,9516.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,9766.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,11395.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,12020.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,12563.0,p: provisional,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,11955.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,12471.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,14252.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,807.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2014,Female,731.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,0.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2016,Female,46.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2017,Female,35.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2018,Female,935.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2019,Female,800.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2020,Female,980.0,p: provisional,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2021,Female,1317.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2022,Female,1577.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2023,Female,1958.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2013,Male,854.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2014,Male,860.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Male,0.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2016,Male,223.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2017,Male,164.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2018,Male,1137.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2019,Male,1186.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2020,Male,1515.0,p: provisional,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2021,Male,2047.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2022,Male,2465.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2023,Male,2959.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,8981.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2016,Female,10140.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2017,Female,6979.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2018,Female,716.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2019,Female,362.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2020,Female,106.0,p: provisional,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2021,Female,79.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2022,Female,415.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2023,Female,1013.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2015,Male,6025.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2016,Male,6289.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2017,Male,5367.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2018,Male,760.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2019,Male,239.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2020,Male,55.0,p: provisional,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2021,Male,62.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2022,Male,745.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2023,Male,727.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2015,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2016,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2017,Female,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2018,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2019,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2020,Female,0.0,p: provisional,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2021,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2022,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2023,Female,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2015,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2016,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2017,Male,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2018,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2019,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2020,Male,0.0,p: provisional,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2021,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2022,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2023,Male,0.0,,ED8,Doctoral or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2013,Female,0.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2014,Female,120.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2015,Female,115.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2016,Female,77.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2017,Female,30.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2018,Female,28.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2019,Female,50.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2020,Female,65.0,p: provisional,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2021,Female,59.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2022,Female,58.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2023,Female,80.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2013,Male,0.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2014,Male,40.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2015,Male,38.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2016,Male,18.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2017,Male,11.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2018,Male,9.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2019,Male,17.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2020,Male,29.0,p: provisional,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2021,Male,17.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2022,Male,21.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2023,Male,28.0,,ED8,Doctoral or equivalent level,F01,Education,Cross-disciplinary
2013,Female,787.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2014,Female,825.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2015,Female,712.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2016,Female,700.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2017,Female,628.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2018,Female,543.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2019,Female,576.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2020,Female,480.0,p: provisional,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2021,Female,449.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2022,Female,478.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2023,Female,493.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2013,Male,563.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2014,Male,523.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2015,Male,530.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2016,Male,502.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2017,Male,446.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2018,Male,384.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2019,Male,354.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2020,Male,344.0,p: provisional,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2021,Male,382.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2022,Male,375.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2023,Male,413.0,,ED8,Doctoral or equivalent level,F02,Arts and humanities,Humanities
2013,Female,479.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,451.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,337.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,321.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,347.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,315.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,354.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,346.0,p: provisional,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,329.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,372.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,451.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,331.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,357.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,186.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,217.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,252.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,205.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,291.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,264.0,p: provisional,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,256.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,284.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,314.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,597.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,607.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,658.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
