year,sex,status,value,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2013,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,Graduated,141.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,Graduated,60.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,Graduated,0.0,p: provisional,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,Graduated,93.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,Graduated,30.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,Graduated,0.0,p: provisional,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,Graduated,17.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2014,Female,Graduated,41.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2016,Female,Graduated,135.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2017,Female,Graduated,49.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2018,Female,Graduated,269.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2019,Female,Graduated,142.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2020,Female,Graduated,277.0,p: provisional,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2021,Female,Graduated,232.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2022,Female,Graduated,215.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2023,Female,Graduated,362.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2013,Male,Graduated,133.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2014,Male,Graduated,70.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2016,Male,Graduated,384.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2017,Male,Graduated,176.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2018,Male,Graduated,609.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2019,Male,Graduated,256.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2020,Male,Graduated,508.0,p: provisional,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2021,Male,Graduated,808.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2022,Male,Graduated,708.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2023,Male,Graduated,973.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2013,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,Graduated,24.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,Graduated,37.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,Graduated,98.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,Graduated,86.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,Graduated,59.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,Graduated,79.0,p: provisional,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,Graduated,130.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,Graduated,34.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,Graduated,41.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,Graduated,16.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,Graduated,117.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,Graduated,128.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,Graduated,206.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,Graduated,163.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,Graduated,186.0,p: provisional,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,Graduated,335.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,Graduated,122.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,Graduated,156.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,Graduated,17.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2014,Female,Graduated,25.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2016,Female,Graduated,11.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2017,Female,Graduated,71.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2018,Female,Graduated,70.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2019,Female,Graduated,85.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2020,Female,Graduated,129.0,p: provisional,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2021,Female,Graduated,145.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2022,Female,Graduated,149.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2023,Female,Graduated,168.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2013,Male,Graduated,89.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2014,Male,Graduated,102.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2016,Male,Graduated,85.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2017,Male,Graduated,204.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2018,Male,Graduated,289.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2019,Male,Graduated,370.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2020,Male,Graduated,578.0,p: provisional,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2021,Male,Graduated,730.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2022,Male,Graduated,745.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2023,Male,Graduated,1135.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2013,Female,Graduated,210.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2014,Female,Graduated,149.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2016,Female,Graduated,72.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Graduated,123.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Graduated,93.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Graduated,78.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Graduated,79.0,p: provisional,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Graduated,179.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Graduated,339.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Graduated,443.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2013,Male,Graduated,504.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2014,Male,Graduated,699.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Graduated,736.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Graduated,962.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Graduated,943.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Graduated,1035.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Graduated,1376.0,p: provisional,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Graduated,1576.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Graduated,2246.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Graduated,2622.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Graduated,7.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,Graduated,40.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Graduated,59.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Graduated,100.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,Graduated,95.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Graduated,101.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Graduated,132.0,p: provisional,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Graduated,88.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Graduated,239.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Graduated,212.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Graduated,57.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,Graduated,69.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Graduated,101.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,Graduated,238.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,Graduated,251.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,Graduated,242.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,Graduated,303.0,p: provisional,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,Graduated,211.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,Graduated,525.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,Graduated,453.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2014,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2016,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2017,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2018,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2019,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2020,Female,Graduated,0.0,p: provisional,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2021,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2022,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2023,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2013,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2014,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2016,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2017,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2018,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2019,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2020,Male,Graduated,0.0,p: provisional,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2021,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2022,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2023,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2013,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2014,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2015,Female,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2016,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2017,Female,Graduated,116.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2018,Female,Graduated,179.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2019,Female,Graduated,246.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2020,Female,Graduated,374.0,p: provisional,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2021,Female,Graduated,487.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2022,Female,Graduated,446.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2023,Female,Graduated,508.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2013,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2014,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2015,Male,Graduated,0.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2016,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2017,Male,Graduated,102.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2018,Male,Graduated,138.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2019,Male,Graduated,285.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2020,Male,Graduated,389.0,p: provisional,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2021,Male,Graduated,661.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2022,Male,Graduated,481.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2023,Male,Graduated,653.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2015,Female,Graduated,412.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2016,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2017,Female,Graduated,74.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2018,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2019,Female,Graduated,190.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2020,Female,Graduated,305.0,p: provisional,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2021,Female,Graduated,97.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2022,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2023,Female,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2015,Male,Graduated,1353.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2016,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2017,Male,Graduated,81.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2018,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2019,Male,Graduated,328.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2020,Male,Graduated,428.0,p: provisional,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2021,Male,Graduated,44.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2022,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2023,Male,Graduated,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2015,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2016,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2017,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2018,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2019,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2020,Female,Graduated,0.0,p: provisional,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2021,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2022,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2023,Female,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2015,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2016,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2017,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2018,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2019,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2020,Male,Graduated,0.0,p: provisional,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2021,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2022,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2023,Male,Graduated,0.0,,ED6,Bachelor's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2013,Female,Graduated,11466.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2014,Female,Graduated,13321.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2015,Female,Graduated,7974.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2016,Female,Graduated,7805.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2017,Female,Graduated,8436.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2018,Female,Graduated,16728.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2019,Female,Graduated,16824.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2020,Female,Graduated,36112.0,p: provisional,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2021,Female,Graduated,19732.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2022,Female,Graduated,21488.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2023,Female,Graduated,17083.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2013,Male,Graduated,1297.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2014,Male,Graduated,1566.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2015,Male,Graduated,546.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2016,Male,Graduated,538.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2017,Male,Graduated,739.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2018,Male,Graduated,3587.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2019,Male,Graduated,3179.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2020,Male,Graduated,10643.0,p: provisional,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2021,Male,Graduated,3749.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2022,Male,Graduated,4199.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2023,Male,Graduated,2002.0,,ED6,Bachelor's or equivalent level,F01,Education,Cross-disciplinary
2013,Female,Graduated,27671.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2014,Female,Graduated,27757.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2015,Female,Graduated,27753.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2016,Female,Graduated,28220.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2017,Female,Graduated,29811.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2018,Female,Graduated,31777.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2019,Female,Graduated,33052.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2020,Female,Graduated,34086.0,p: provisional,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2021,Female,Graduated,35464.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2022,Female,Graduated,32310.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2023,Female,Graduated,35646.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2013,Male,Graduated,10291.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2014,Male,Graduated,10825.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2015,Male,Graduated,11428.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2016,Male,Graduated,11910.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2017,Male,Graduated,12833.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2018,Male,Graduated,13415.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2019,Male,Graduated,13884.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2020,Male,Graduated,14059.0,p: provisional,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2021,Male,Graduated,14420.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2022,Male,Graduated,13347.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
2023,Male,Graduated,14372.0,,ED6,Bachelor's or equivalent level,F02,Arts and humanities,Humanities
