year,sex,status,value,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2013,Female,Graduated,19492.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,Graduated,19840.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,Graduated,20879.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,Graduated,20201.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,Graduated,20269.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,Graduated,22061.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,Graduated,23134.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,Graduated,24671.0,p: provisional,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,Graduated,26566.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,Graduated,25794.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,Graduated,30659.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,Graduated,11067.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,Graduated,11514.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,Graduated,12241.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,Graduated,8657.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,Graduated,8994.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,Graduated,13692.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,Graduated,13738.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,Graduated,14108.0,p: provisional,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,Graduated,15963.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,Graduated,15043.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,Graduated,16718.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,Graduated,16283.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,Graduated,16345.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,Graduated,12680.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,Graduated,15719.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,Graduated,15755.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,Graduated,14995.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,Graduated,17218.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,Graduated,19067.0,p: provisional,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,Graduated,21073.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,Graduated,22219.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,Graduated,26526.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,Graduated,15536.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,Graduated,15581.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,Graduated,13049.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,Graduated,17160.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,Graduated,18012.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,Graduated,16015.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,Graduated,18151.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,Graduated,19729.0,p: provisional,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,Graduated,21145.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,Graduated,23042.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,Graduated,27785.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,Graduated,8386.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,Graduated,8479.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,Graduated,8650.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,Graduated,8362.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,Graduated,8498.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,Graduated,9128.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,Graduated,9627.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,Graduated,10335.0,p: provisional,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,Graduated,10488.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,Graduated,9991.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,Graduated,11468.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,Graduated,5916.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,Graduated,5911.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,Graduated,5932.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,Graduated,6176.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,Graduated,6062.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,Graduated,6956.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,Graduated,7304.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,Graduated,7455.0,p: provisional,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,Graduated,7402.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,Graduated,7281.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,Graduated,8148.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,Graduated,343.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,Graduated,334.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,Graduated,1794.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,Graduated,352.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,Graduated,341.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,Graduated,716.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,Graduated,576.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,Graduated,635.0,p: provisional,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,Graduated,599.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,Graduated,612.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,Graduated,625.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,Graduated,2015.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,Graduated,2007.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,Graduated,6743.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,Graduated,2131.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,Graduated,2225.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,Graduated,2825.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,Graduated,2935.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,Graduated,3206.0,p: provisional,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,Graduated,3168.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,Graduated,3054.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,Graduated,3401.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,Graduated,9697.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,Graduated,9807.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,Graduated,6953.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,Graduated,8143.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Graduated,8634.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Graduated,9092.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Graduated,8958.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Graduated,9068.0,p: provisional,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Graduated,9246.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Graduated,9015.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Graduated,9672.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,Graduated,20099.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,Graduated,20745.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,Graduated,15187.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Graduated,20038.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Graduated,20750.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Graduated,21432.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Graduated,22356.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Graduated,22582.0,p: provisional,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Graduated,22893.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Graduated,22529.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Graduated,23928.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Graduated,1627.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,Graduated,1820.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,Graduated,1897.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Graduated,2280.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Graduated,2496.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,Graduated,2703.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Graduated,2728.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Graduated,2687.0,p: provisional,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Graduated,2618.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Graduated,2195.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Graduated,2262.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Graduated,1972.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,Graduated,2067.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,Graduated,2081.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Graduated,2469.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
