year,sex,enrolled,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2023,Female,2514.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2016,Male,2664.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2017,Male,3096.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2018,Male,3524.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2019,Male,4268.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2020,Male,5215.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2021,Male,5626.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2022,Male,8933.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2023,Male,10100.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2013,Female,52484.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,51531.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,36219.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,45733.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,45998.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,45901.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,46253.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,47299.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,48007.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,48828.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,51154.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,139829.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,138061.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,93557.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,132966.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,134549.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,136632.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,137948.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,140586.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,142274.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,143173.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,145676.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,41985.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,41556.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,36453.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,37522.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,36709.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,37318.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,37396.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,37337.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,37744.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,37680.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,38608.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,69151.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,68585.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,58025.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,65891.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,65766.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,67798.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,68967.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,69966.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,71420.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,70302.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,70363.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,2444.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,2472.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,2609.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,2253.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,2311.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,2318.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,2464.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,2737.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,3146.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,3799.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,4652.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,4420.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,4676.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,3992.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,4080.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,4348.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,4764.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,5405.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,6081.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,7262.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,117.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,322.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,222.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,413.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,458.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,470.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,368.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,668.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,776.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,65.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,596.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,530.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,848.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,1004.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,1055.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,841.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,1547.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,1782.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,13586.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,14689.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,14890.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,15513.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,15526.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,15512.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,14971.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,14464.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,13915.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,13047.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,12504.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,16381.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,17471.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,17934.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,18879.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,19129.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,19193.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,18519.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,17862.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,17167.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,15844.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,14729.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,8684.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,8385.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,8082.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,8139.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,8208.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,7929.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,8236.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,8468.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,8796.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,8660.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,8619.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,6560.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,6395.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,5960.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,6073.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,6000.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,6078.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,6446.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,6608.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,6723.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,6439.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,6279.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,1058.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,978.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,920.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,948.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,746.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,751.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,780.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,769.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,825.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,953.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,1197.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,875.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,790.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,674.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,673.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,511.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,519.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,588.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,626.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,679.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,761.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,889.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2016,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2017,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2018,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2019,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2020,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2021,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2022,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2023,Female,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2013,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2016,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2017,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2018,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2019,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2020,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2021,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2022,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2023,Male,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2013,Female,77471.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,75433.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,75963.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,62242.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,61786.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,63786.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,67491.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,69254.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,71661.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,75531.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,80254.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,32992.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,31797.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,47439.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,45322.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,46875.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,24368.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,24490.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,24355.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,24955.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,26910.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,28773.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,107909.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,108867.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,105732.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,101635.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,101464.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,105893.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,110467.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,116161.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,121923.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,126198.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,131299.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,65508.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,66814.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,68306.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,68800.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,69274.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,68900.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,71899.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,75169.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,78090.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,79787.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,82413.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,3555.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,3349.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,3274.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,3319.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,2850.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,2905.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,2738.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,2744.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,2790.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,3140.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,3105.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,1904.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,1800.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,1739.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,1700.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,1425.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,1513.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,1500.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,1555.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,1767.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,2051.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,2072.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2017,Female,661.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2018,Female,849.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2019,Female,1129.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2020,Female,1261.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2021,Female,1750.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2022,Female,1774.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2023,Female,2174.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2016,Male,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2017,Male,810.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2018,Male,963.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2019,Male,1261.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2020,Male,1433.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2021,Male,2807.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2022,Male,4615.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2023,Male,5277.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2013,Female,16559.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2014,Female,16264.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,0.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2016,Female,209.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2017,Female,255.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2018,Female,17215.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2019,Female,18737.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
